
% should be clean, placed into /athe/c/maize/data/palm/raw_data_from_palm/13r/reinventory/inventory.pl
%
% Kelly 13.3.2014

"06R400:M00I1805","06R0005:0000509","fuzzy_cl",46,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1806","06R0006:0000611","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1812","06R0110:0011003","fuzzy_cl",17,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1813","06R0110:0011002","fuzzy_cl",1,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1815","06R0013:0001309","fuzzy_cl",32,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I1818","06R0017:0001703","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2102","06R0001:0000104","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2104","06R0003:0000302","fuzzy_cl",4,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2106","06R0109:0010912","fuzzy_cl",24,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2108","06R0109:0010908","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2109","06R0004:0000403","tqe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2110","06R0021:0002104","fuzzy_cl",1,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2112","06R0004:0000405","ee",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2116","06R0055:0005525","qe",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2313","06R0054:0005404","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2402","06R0024:0002410","fuzzy_cl",3,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2406","06R0007:0000708","fuzzy_cl",22,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2412","06R0001:0000104","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2903","06R0082:0008203","fuzzy_cl",3,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I2905","06R0084:0008414","fuzzy_cl",15,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3002","06R0010:0001001","fuzzy_cl",5,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3301","06R0054:0005406","fuzzy_cl",20,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3303","06R0055:0005501","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3306","06R0008:0000802","he",,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3308","06R0103:0010307","fuzzy_cl",21,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3602","06R0102:0010210","fuzzy_cl",11,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3606","06R0009:0000904","fuzzy_cl",11,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3609","06R0060:0006002","fuzzy_cl",9,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3610","06R0101:0010101","fuzzy_cl",2,"v00","wade","01/14/2014 9:33:33"
"06R400:M00I3905","06R0061:0006114","fuzzy_cl",14,"v00","wade","01/14/2014 9:33:33"
